500 56.04 49.36 60
600 61.8 48.8 57.97
700 75.27 63.87 79.36
800 88 70.88 80.7
900 96.65 79.55 91.29
1000 110.82 92.85 102.72
1100 120.37 131.92 132.66
1200 128.05 113.97 123.13
1300 132.29 105.79 138.78
1400 143.58 116.72 150.2
1500 156.64 121.61 164.19
1600 167.48 131.08 161.68
1700 164.95 140.21 185.85
1800 184.34 178.13 198.07
1900 213.25 157.33 189.39
2000 217.14 175.45 218.67
2100 205.35 173.46 217.82
2200 216.84 184.07 227.48
2300 229.91 192.31 248.95
2400 243.54 200.6 252.1
2500 246.81 211.67 285.97
2600 269.37 218.56 287.63
2700 280.09 235.45 293.85
2800 292.09 268.79 319.07
2900 311.49 257.42 324.95
3000 305.78 274 356.58
3100 375 307.6 346.67
3200 329.26 289.23 353.61
3300 349.94 284.45 382.59
3400 373.16 297.78 395.18
3500 373.98 308.69 398.54
3600 369.18 319.82 416.97
3700 396.79 327.6 418.32
3800 409.51 343.45 430.26
3900 416.63 346.03 456.56
4000 414.14 359.25 478.21
4100 433.79 379.04 476.9
4200 437.82 368.96 488.24
4300 454.97 403.7 488.47
4400 457.69 396.7 513.63
4500 478.49 406.61 513
4600 493.78 416.05 536.55
4700 492.78 424.25 547.28
4800 503.62 428.5 568.3
4900 527.54 450.03 568.15
5000 521.28 456.82 596.94
5100 544.35 457.32 611.68
5200 555.56 468.8 621.19
5300 547.24 479.24 624.48
5400 563.15 486.27 647.65
5500 596.61 502.62 658.54
5600 581.32 502.12 672.89
5700 612.72 535.48 708.39
5800 614.76 537.56 714.73
5900 631.85 538.79 714.97
6000 647.06 565.49 738.44
6100 639.62 567.78 728.71
6200 659.92 570.19 740.02
6300 672.28 585.57 758.13
6400 673.88 619.42 769.93
6500 695.79 603.7 791.21
6600 709.1 633.2 807.16
6700 714.71 625.4 832.5
6800 782.28 626.84 839.3
6900 739.91 636.61 874.04
7000 743.39 658.54 860.13
7100 752.97 787.13 904.97
7200 768.87 676.09 882.1
7300 790.24 692.39 898.8
7400 803.58 687.69 916.17
7500 807.17 721.64 919.23
7600 809.64 711.61 957.36
7700 842.36 727.24 933.94
7800 835.24 730.52 960.05
7900 871.69 744.71 1006.54
8000 920.76 754.43 1015.57
8100 897.06 768.03 1007.95
8200 897.91 790.22 1048.04
8300 888.13 774.69 1048.94
8400 989.64 807.14 1093.28
8500 910.19 801.69 1047.43
8600 930.48 826.18 1106.88
8700 944.32 819.13 1095.17
8800 954.37 834.3 1103.28
8900 970.46 841.24 1159.3
9000 999.24 866.76 1147.1
9100 1000.23 867.81 1163.56
9200 1002.08 867.47 1138.83
9300 986.49 902.64 1173.89
9400 998.55 909.85 1209.85
9500 1019.04 912.73 1199.87
9600 1030.84 920.36 1229.86
9700 1049.75 920.51 1257.34
9800 1077.36 931.73 1253.62
9900 1093.68 943.22 1286.71
10000 1068.44 964.98 1292.84
